[00:00:00.080] 男：Ok. 
[02:32:03.139] 女：我我觉得这个不能算是一种很传统的异性恋思维，但我也我也不知道是怎么回事儿。
[02:32:09.079] 男：对他不能算。
[02:32:14.419] 女：就是就是就是我好像在某种层面上我能够明白，嗯，我是能靠这些这些这些就是。
[02:32:21.519] 女：吸引别人的一些一些我我性别上的优势去获得注意嗯。
[02:32:28.299] 女：但是但是这个东西放到同性上好像就相对来说失效了。
[02:32:36.999] 男：好像有。
[02:32:39.599] 男：好像是这样。
[02:32:42.399] 女：嗯，如果你要说我靠我靠一些穿搭呀，让我靠自己的外在条件啊嗯去去性同性的话就会。
[02:32:52.179] 女：诡异了吧。
[02:32:55.239] 男：对呀。
[02:32:57.719] 女：鬼呀。
[02:32:59.179] 女：而且而且你总会想，总会有比我更厉害的同性的这是一种竞争焦虑。
[02:33:05.019] 女：所以所以所以与其与其在这方面去花心思，但是我也没有在在在异性这方面花心思，我只是说同样的情况下那那。
[02:33:13.859] 女：嗯嗯，那边的同学我肯定相对就更加做自己一点嗯嗯。
[02:33:24.439] 女：嗯。
[02:33:27.759] 女：不知道事情。
[02:33:28.942] 男：抱抱的我也挺神奇的，嗯，而且还没有还没有。
[02:33:33.202] 女：女生那那那那样子喜欢过我吧。
[02:33:36.759] 女：你刚说的话，曹曹曹善一个就那个高中的同学。
[02:33:41.939] 男：爸爸里的呢？
[02:33:44.859] 女：确实确实最多的就是练过，说过一句，如果你你你你你是。
[02:33:51.499] 女：我男我男朋友的话就是如果我找男朋友的话，会像你这种类型，就是这已经是最靠近的一种描述了嗯。
[02:34:08.639] 女：如果要是女生的话，我可能会跟那种相对脆弱一点的女生秘密关系。
[02:34:16.239] 男：哎。
[02:34:18.079] 女：你好像没有办法接受，如果在在亲密关系中被一个被我强大的女性照顾。
[02:34:25.059] 男：一定要照顾我。
[02:34:27.639] 女：我操，我说难道我偏低一点？
[02:34:31.239] 男：有可能哦。
[02:34:32.919] 女：我我没有办法接受。
[02:34:34.563] 女：对对对对方是一个更强大的女性，我会非常非常焦虑。
[02:34:39.085] 女：但如果对方是一个比我更强大的男性，会感觉安安心。
[02:34:43.607] 男：嗯。
[02:34:43.812] 女：我会我会需要他的那些强大的点。
[02:34:46.690] 女：那你能看到和尚和邓老师对我的吸引其实是类似的。
[02:34:51.211] 女：我我并没有想跟他们走到他们关系之中，但是我需要他们在社会社会化高地位上一些字的能力对。
[02:35:07.559] 女：女的到底为啥？
[02:35:13.319] 女：如果如果有个女女孩需要我，依赖我，我他妈爽死了。
[02:35:17.819] 女：你敢是这样。
[02:35:20.839] 女：应该是。
[02:35:21.431] 女：然后呢，如果如果如果大家想和我发生关系的话，我非常非常乐于给予他。
[02:35:27.359] 女：但是我是一个强大的一个一个牛逼牛牛逼牛逼姐姐想扣我。
[02:35:32.479] 女：我害怕。
[02:35:39.039] 女：但是如果刷子刷子想call我，哎，我不信你。
[02:35:45.179] 女：夸你可以你可以。
[02:35:48.205] 男：但是但是真女。
[02:35:52.439] 男：我应该怎么称呼呢？
[02:35:55.939] 女：就就是那种那种那种那种那种那种嗯脆弱的，但是又想为你服务的妹妹，就就觉得很刺耳。
[02:36:05.579] 男：哎。
[02:36:07.479] 男：他没在一块儿呀。
[02:36:09.879] 女：干嘛干嘛？
[02:36:10.631] 女：我我我忽然觉醒的我忽然觉醒了一些路程。
[02:36:15.019] 男：那挺有天赋的。
[02:36:20.499] 女：被脆弱为什么会成为吸引人的一个一个11个1个一个一个经常被提及的点了？
[02:36:27.999] 女：我靠，这是为什么？
[02:36:29.495] 女：嗯，这是为啥？
[02:36:30.565] 女：在亲密关系之中，保护欲他是往往会被作为一个衡量的重要标准。
[02:36:37.119] 女：比如说比如说比如说他激起了我的保护欲，所以所以我很需要被需要，所以我想跟他建立紧密关系。
[02:36:44.433] 男：这个是很常见的对的。
[02:36:56.319] 女：但是我我经常会吸引这样的人，但是同时我又不希望他们。
[02:37:00.778] 男：过多的保护我嗯。
[02:37:05.819] 女：为啥呢？
[02:37:07.539] 女：我记一下这个问题。
[02:37:09.654] 女：好。
[02:37:10.539] 女：你记一下好不好？
[02:37:11.789] 女：我不知道怎么概括。
[02:37:14.439] 男：我应该被忘记了。
[02:37:16.359] 女：我想就是为什么公寓会被。
[02:37:22.059] 男：呃。
[02:37:30.799] 男：嗯。
[02:37:37.839] 男：为什么？
[02:37:41.019] 男：为什么保护欲会被。
[02:37:45.199] 男：会被干嘛呢？
[02:37:46.289] 男：会被视为亲密关系的关键证据之一吗？
[02:37:50.479] 女：嗯嗯。
[02:37:53.919] 女：关键证据。
[02:37:55.619] 男：关键标志或者说。
[02:37:59.159] 男：保护欲我激起了保护欲，所以我想和你建立一起，没关系。
[02:38:07.279] 男：重要特征特征，这个是在泛化了。
[02:38:12.339] 女：我帮你。
[02:38:14.279] 女：就是就是保护欲，对于对于脆弱的人的保护欲所引起的被需要感。
[02:38:32.999] 男：不需要改，它是什么呢？
[02:38:39.319] 女：那个我承认了，很需就是很需要被人需要。
[02:38:48.059] 女：这是这是。
[02:38:49.659] 女：嗯。
[02:38:53.299] 女：就是如果自己不被需要的话，那那那好像在这段关系中就失去了价值。
[02:39:04.139] 男：嗯。
[02:39:09.659] 女：然后然后我然后我感觉好像这个东西对于他来说，在关系中有非常明确的某种衡量的标准。
[02:39:16.559] 女：那种那种那种诚诚实对对不对？
[02:39:19.514] 男：比如说比如说。
[02:39:20.878] 女：我很需要你，但是我不会说。
[02:39:23.799] 女：那么我会说。
[02:39:26.659] 女：但我不会说你你你你有那种被我需要的需求。
[02:39:34.319] 男：我有那种。
[02:39:37.259] 女：更有效的需求啊。
[02:39:39.595] 男：对。
[02:39:39.929] 女：有吗？
[02:39:40.596] 男：我你们我没有。
[02:39:43.039] 女：我我我吴老师是这样子啊嗯。
[02:39:47.119] 女：那我我我们两个肯定在某个方面很需要对抗，但是。
[02:39:52.599] 女：嗯，但是我们不会说我这个东西说的特别。
[02:39:56.598] 男：明明显嗯。
[02:40:01.819] 女：但他跟我说想跟我建立关系之前，他就说他其实是一个很。
[02:40:06.801] 男：自卑的人，谁。
[02:40:08.639] 女：邓老师。
[02:40:09.679] 男：嗯。
[02:40:16.659] 男：他确实自卑。
[02:40:19.619] 男：怎么说，他都舔成那样了，他还不自卑呢？
[02:40:23.939] 女：嗯。
[02:40:26.999] 男：嗯嗯。
[02:40:29.679] 女：什么意思？
[02:40:30.888] 男：舔狗舔狗和自卑脱不了关系啊。
[02:40:36.779] 女：真的是舔狗吗？
[02:40:38.499] 女：好怪呀。
[02:40:41.219] 女：我开玩笑呢。
[02:40:43.099] 男：不好说啊，就是就是就是他的。
[02:40:49.019] 男：他的行为不好说。
[02:40:55.539] 女：嗯，那就不谈这个了吧。
[02:40:57.946] 女：行，感觉好奇怪。
[02:40:59.551] 女：对。
[02:41:00.079] 女：如果如果你一定要定性的话。
[02:41:03.479] 男：对。
[02:41:07.559] 男：嗯。
[02:41:14.819] 女：我要是不回他他估计难受。
[02:41:17.782] 男：死了啊，啥意思？
[02:41:19.559] 女：你没有我要是不回他的消息，他估计难受死了。
[02:41:24.559] 男：对呀。
[02:41:26.599] 男：肯定呀。
[02:41:30.679] 女：光是他他那天中午跟我说那番话，我然后我我我说不舒服了之后，他他就忐忑的一天不敢跟我说话。
[02:41:40.939] 男：这这。
[02:41:43.619] 女：你看他把我看得很重要，但是但是又把我看得很轻，但是为什么呢？
[02:41:49.919] 男：把你看得很清。
[02:41:53.259] 女：比如说这车车最后一次啊。
[02:41:58.799] 男：我觉得。
[02:42:01.719] 男：他这个。
[02:42:03.339] 男：喝醉的时候。
[02:42:05.959] 男：他对你。
[02:42:08.419] 男：呃，做那些事情。
[02:42:11.939] 男：嗯，大概。
[02:42:14.259] 男：比较。
[02:42:15.599] 男：保守的文化里面。
[02:42:18.879] 男：它也是存在的。
[02:42:26.079] 女：没有没有那种伦理观。
[02:42:28.359] 男：嗯，什么？
[02:42:30.039] 女：没有伦理观。
[02:42:31.589] 女：没有。
[02:42:32.209] 男：伦理观。
[02:42:33.679] 女：嗯。
[02:42:38.779] 男：就是在一个。
[02:42:39.973] 女：在什么时候不应该做什么事情。
[02:42:43.879] 男：不是。
[02:42:45.019] 男：嗯。
[02:42:48.739] 男：就是在某种。
[02:42:51.219] 男：文化里面。
[02:42:56.759] 男：趁着女生。
[02:42:59.079] 男：我觉得他有可能是现在我我我觉得他现在有可能。
[02:43:05.479] 男：把你们两个的关系定性为。
[02:43:10.279] 男：恋爱关系了。
[02:43:14.739] 女：但我跟他明确了，并不是啊他自己在小镇上说的呀。
[02:43:19.419] 男：要不然呃。
[02:43:21.659] 男：对。
[02:43:24.839] 男：就是。
[02:43:26.439] 女：但是他是单纯想做呀，我感觉。
[02:43:29.559] 男：单纯想做。
[02:43:30.999] 女：嗯。
[02:43:34.199] 男：嗯。
[02:43:36.479] 女：那个价值观你也能看出来是后加的。
[02:43:39.679] 男：嗯。
[02:43:39.937] 女：价值观所谓的决定什么感情。
[02:43:43.199] 男：不是嗯。
[02:43:47.099] 男：对，那那是为了复活就加上去的。
[02:43:51.239] 女：对他不是他不是他做这个事情的证书的想法。
[02:43:55.108] 男：对，就是。
[02:43:56.259] 男：嗯。
[02:44:03.919] 男：我应该怎么说呢？
[02:44:05.257] 男：我想想我应该怎么说。
[02:44:12.759] 男：在一种那个文化里面吧。
[02:44:18.499] 男：趁着。
[02:44:20.859] 男：女友，我这里姑且与女友说。
[02:44:25.019] 男：趁着女友喝醉的时候去。
[02:44:28.479] 男：做一些。
[02:44:30.699] 男：事情。
[02:44:32.359] 男：他往往是被默许的。
[02:44:41.979] 男：到我为止了。
[02:44:44.659] 女：呃，喝酒他参加九局餐多了吧。
[02:44:47.559] 男：对这种东西它往往是被默许。
[02:44:52.439] 男：我不能说是女友吧。
[02:44:55.299] 男：但是如果道德底线再低一点的话。
[02:45:01.399] 男：对于熟悉的。
[02:45:04.779] 男：女性甚至说对于暧昧期的女性。
[02:45:08.279] 男：他也是被默许的。
[02:45:14.859] 男：甚至有可能被视为推进关系的某种手段。
[02:45:21.899] 女：对我能感觉到他就是这样的。
[02:45:24.845] 女：你说的很对嗯。
[02:45:27.399] 男：这是一种文化现象。
[02:45:30.099] 男：尤其考虑到他受传统这种这种糟粕禁言的比较神。
[02:45:40.919] 女：所以我就觉得很悲哀嗯。
[02:45:45.779] 女：啊，这个是我觉得最最为贴合的。
[02:45:55.719] 男：还是男人懂男人呀。
[02:45:58.519] 女：嗯，对，所以他才那么激动啊，我我我就就做了这个事情，就我明白了想怎么对你我。
[02:46:05.579] 女：我要带你去干嘛带你去干嘛带你去干嘛？
[02:46:09.759] 男：对呀，因为你们已经走了。
[02:46:20.059] 男：哎。
[02:46:22.479] 女：能不能能不能加点爆珠，嚼点口香糖再亲嘴啊，我受不了了，我嘴明明那么甜嗯。
[02:46:29.759] 男：爆竹爆竹，上次我买的。
[02:46:34.719] 女：你不公平。
[02:46:36.799] 男：确实不公平，那东西我挺感兴趣的。
[02:46:40.819] 女：还在录吗还在录吗？
[02:46:42.605] 男：还在录呀。
[02:46:43.819] 女：啊，太好了，我怕断我这个屏幕，不知道为啥录音老是会断，所以我不敢再跟他在一块的时候录。
[02:46:50.760] 男：我拿笔记本录的。
[02:46:54.119] 男：你从平板上能直接看到录音。
[02:46:59.679] 男：抱抱呢？
[02:47:05.239] 男：嗯，这是一种文化呀。
[02:47:09.759] 女：不公平，为为什么臭嘴亲香嘴。
[02:47:18.939] 男：不过啤酒确实难闻。
[02:47:26.579] 男：白酒和啤酒都挺难闻的。
[02:47:36.939] 女：他不喜欢他的传统传统家庭，他他有能力去。
[02:47:42.059] 女：反抗可以逃出来吗？
[02:47:45.859] 女：啊，鸡毛呢还是要回归体制的。
[02:47:48.562] 男：他家势力很大呀。
[02:47:55.059] 女：什么？
[02:47:57.299] 男：嗯。
[02:48:00.699] 女：不算，但是他爸认识点关系。
[02:48:04.299] 女：但是也不算很牛逼。
[02:48:08.739] 女：那家里面带欠的还挺多的，因为政府那边的原因。
[02:48:13.279] 女：3333上一年年初吧，好像刚刚收回来的，在家里面过得也挺压抑的，就是他。
[02:48:20.539] 女：他爸特别大男子主义，然后他妈就是他的家庭结构和我有点像。
[02:48:26.039] 女：然后然后他妈说那个是相对付出更多情绪劳动的人。
[02:48:33.919] 女：然后就这这两夫妻会会在他他弟弟生日的时候吵架。
[02:48:44.639] 女：然后他也很他也很烦，他很痛苦。
[02:48:50.039] 女：有哎。
[02:48:53.139] 男：你说。
[02:48:54.359] 女：嗯嗯，反正就是说你意识到自己受到了那些东西的影响，然后你你你做事情啊什么已经带着那种影子了，你是很痛苦的。
[02:49:04.079] 女：但是很多时候。
[02:49:06.479] 女：很多时候，你也没有办法去说服自己。
[02:49:09.779] 女：然后你也这样子了。
[02:49:15.259] 男：是会的。
[02:49:19.399] 女：没有办法的事情，我我不觉得他他有足够的能力去去去改变。
